crash_time, benchmark, fuzzer, trial, bug_type, stack_hash, bug_addr, bug_code_line1, bug_code_line2, bug_code_line3
73905, libhtp_fuzz_htp, aflchurn, trial-753720, heap-use-after-free, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
71350, libhtp_fuzz_htp, aflchurn, trial-753720, SEGV, 0d811709, 0x5195a6, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
19735, libhtp_fuzz_htp, aflchurn, trial-757802, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
19741, libhtp_fuzz_htp, aflchurn, trial-757802, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
80666, libhtp_fuzz_htp, aflchurn, trial-757802, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2259, libhtp_fuzz_htp, aflchurn, trial-763044, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6166, libhtp_fuzz_htp, aflchurn, trial-763044, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
5039, libhtp_fuzz_htp, aflchurn, trial-763044, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
4347, libhtp_fuzz_htp, aflchurn, trial-763044, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
627, libhtp_fuzz_htp, aflchurn, trial-763169, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
22192, libhtp_fuzz_htp, aflchurn, trial-763169, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
30158, libhtp_fuzz_htp, aflchurn, trial-763169, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6281, libhtp_fuzz_htp, aflchurn, trial-763169, SEGV, 0d811709, 0x518aec, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
16962, libhtp_fuzz_htp, aflchurn_noaco, trial-754081, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
26355, libhtp_fuzz_htp, aflchurn_noaco, trial-754081, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
16962, libhtp_fuzz_htp, aflchurn_noaco, trial-754081, SEGV, 0d811709, 0x518aec, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
13935, libhtp_fuzz_htp, aflchurn_noaco, trial-754082, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
57175, libhtp_fuzz_htp, aflchurn_noaco, trial-754082, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
57175, libhtp_fuzz_htp, aflchurn_noaco, trial-754082, heap-buffer-overflow, 778525a6, 0x51b57c, LzmaDec_DecodeReal_3 LzmaDec.c:333, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
28378, libhtp_fuzz_htp, aflchurn_noaco, trial-754082, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
19313, libhtp_fuzz_htp, aflchurn_noaco, trial-754082, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2044, libhtp_fuzz_htp, aflchurn_noaco, trial-754083, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6159, libhtp_fuzz_htp, aflchurn_noaco, trial-754083, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
44450, libhtp_fuzz_htp, aflchurn_noaco, trial-754083, SEGV, 0d811709, 0x5195a6, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
986, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
7805, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
14307, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, heap-buffer-overflow, 778525a6, 0x51b57c, LzmaDec_DecodeReal_3 LzmaDec.c:333, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
14312, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
61314, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, heap-use-after-free, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
1017, libhtp_fuzz_htp, aflchurn_noaco, trial-754084, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
8072, libhtp_fuzz_htp, aflchurn_noaco, trial-754085, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
35324, libhtp_fuzz_htp, aflchurn_noaco, trial-754085, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
12347, libhtp_fuzz_htp, aflchurn_noaco, trial-754085, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
235, libhtp_fuzz_htp, aflchurn_noaco, trial-754086, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
480, libhtp_fuzz_htp, aflchurn_noaco, trial-754086, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
241, libhtp_fuzz_htp, aflchurn_noaco, trial-754086, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
5720, libhtp_fuzz_htp, aflchurn_noaco, trial-754086, heap-use-after-free, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
235, libhtp_fuzz_htp, aflchurn_noaco, trial-754086, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
429, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
41905, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
4554, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, heap-use-after-free, 0d811709, 0x51b185, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
10546, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, heap-use-after-free, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
5173, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
10541, libhtp_fuzz_htp, aflchurn_noaco, trial-754087, SEGV, 11fab8a2, 0x51208b, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
557, libhtp_fuzz_htp, aflchurn_noaco, trial-754088, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
81469, libhtp_fuzz_htp, aflchurn_noaco, trial-754088, SEGV, 0d811709, 0x518aec, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2965, libhtp_fuzz_htp, aflchurn_noaco, trial-754089, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6789, libhtp_fuzz_htp, aflchurn_noaco, trial-754089, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2560, libhtp_fuzz_htp, aflchurn_noaco, trial-754090, heap-buffer-overflow, 0d811709, 0x51b185, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
17895, libhtp_fuzz_htp, aflchurn_noaco, trial-754090, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
153, libhtp_fuzz_htp, aflchurn_noaco, trial-754091, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
72338, libhtp_fuzz_htp, aflchurn_noaco, trial-754091, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
1965, libhtp_fuzz_htp, aflchurn_noaco, trial-754091, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
8219, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, heap-buffer-overflow, 0d811709, 0x51b185, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
8219, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
18490, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, heap-buffer-overflow, 778525a6, 0x51b57c, LzmaDec_DecodeReal_3 LzmaDec.c:333, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
18490, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
58901, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, heap-use-after-free, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
8219, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
18490, libhtp_fuzz_htp, aflchurn_noaco, trial-754092, SEGV, 11fab8a2, 0x51208b, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
2736, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
5710, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
79202, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, heap-buffer-overflow, 778525a6, 0x51b57c, LzmaDec_DecodeReal_3 LzmaDec.c:333, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
3478, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
55655, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, heap-use-after-free, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
22500, libhtp_fuzz_htp, aflchurn_noaco, trial-754093, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
327, libhtp_fuzz_htp, aflchurn_noaco, trial-754094, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
9978, libhtp_fuzz_htp, aflchurn_noaco, trial-754094, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
10134, libhtp_fuzz_htp, aflchurn_noaco, trial-754094, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
13920, libhtp_fuzz_htp, aflchurn_noaco, trial-754094, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
1009, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
1009, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
3539, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2243, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, heap-use-after-free, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
3519, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, heap-use-after-free, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
1009, libhtp_fuzz_htp, aflchurn_noaco, trial-754095, SEGV, 0d811709, 0x5191d8, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
4852, libhtp_fuzz_htp, aflchurn_noaco, trial-754096, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
40610, libhtp_fuzz_htp, aflchurn_noaco, trial-754096, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6094, libhtp_fuzz_htp, aflchurn_noaco, trial-754097, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
4667, libhtp_fuzz_htp, aflchurn_noaco, trial-754097, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
47186, libhtp_fuzz_htp, aflchurn_noaco, trial-754097, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
8554, libhtp_fuzz_htp, aflchurn_noaco, trial-754097, SEGV, 0d811709, 0x518aec, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
6791, libhtp_fuzz_htp, aflchurn_noaco, trial-754098, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
81922, libhtp_fuzz_htp, aflchurn_noaco, trial-754098, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
60771, libhtp_fuzz_htp, aflchurn_noaco, trial-754098, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
31167, libhtp_fuzz_htp, aflchurn_noaco, trial-754098, heap-use-after-free, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
15422, libhtp_fuzz_htp, aflchurn_noaco, trial-754098, SEGV, 0d811709, 0x518aec, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
286, libhtp_fuzz_htp, aflchurn_noaco, trial-754099, heap-buffer-overflow, 0d811709, 0x51b031, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
286, libhtp_fuzz_htp, aflchurn_noaco, trial-754099, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
638, libhtp_fuzz_htp, aflchurn_noaco, trial-754099, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
566, libhtp_fuzz_htp, aflchurn_noaco, trial-754099, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2328, libhtp_fuzz_htp, aflchurn_noaco, trial-754100, heap-buffer-overflow, 0d811709, 0x51b185, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2333, libhtp_fuzz_htp, aflchurn_noaco, trial-754100, heap-buffer-overflow, 11fab8a2, 0x513514, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
78744, libhtp_fuzz_htp, aflchurn_noaco, trial-754100, heap-buffer-overflow, 778525a6, 0x51b57c, LzmaDec_DecodeReal_3 LzmaDec.c:333, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
2333, libhtp_fuzz_htp, aflchurn_noaco, trial-754100, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
13780, libhtp_fuzz_htp, aflchurn_noaco, trial-754100, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
537, libhtp_fuzz_htp, aflchurn_noaco, trial-762996, heap-buffer-overflow, 0d811709, 0x51b6fa, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
542, libhtp_fuzz_htp, aflchurn_noaco, trial-762996, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
3239, libhtp_fuzz_htp, aflchurn_noaco, trial-762996, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
3336, libhtp_fuzz_htp, aflchurn_noaco, trial-762996, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
730, libhtp_fuzz_htp, aflchurn_noage, trial-754462, heap-buffer-overflow, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
817, libhtp_fuzz_htp, aflchurn_noage, trial-754462, heap-buffer-overflow, 11fab8a2, 0x513794, LzmaDec_WriteRem LzmaDec.c:610, LzmaDec_DecodeToDic LzmaDec.c:917, LzmaDec_DecodeToBuf LzmaDec.c:1066
2795, libhtp_fuzz_htp, aflchurn_noage, trial-754462, heap-buffer-overflow, e3beb3bd, 0x51b46d, LzmaDec_DecodeReal_3 LzmaDec.c:276, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
4158, libhtp_fuzz_htp, aflchurn_noage, trial-754462, heap-use-after-free, 0d811709, 0x51b5e7, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
863, libhtp_fuzz_htp, aflchurn_noage, trial-754462, SEGV, 0d811709, 0x51944d, LzmaDec_DecodeReal_3 LzmaDec.c:553, LzmaDec_DecodeReal2 LzmaDec.c:641, LzmaDec_DecodeToDic LzmaDec.c:968
